artifact_name,property_type,stat_name,unit,is_harmful,value_at_85,value_at_100,protection_affected,efficiency_affected
Спираль,Основное,Переносимый вес,с,FALSE,7.395,8.7,FALSE,TRUE
Спираль,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Спираль,Дополнительное,Переносимый вес,,FALSE,2.465,2.9,FALSE,TRUE
Спираль,Дополнительное,Скорость передвижения,%,FALSE,0.28,0.35,FALSE,TRUE
Спираль,Дополнительное,Эффективность лечения,%,FALSE,6.12,7.2,FALSE,TRUE
Стальной Ежик,Основное,Выносливость,%,FALSE,12.41,14.6,FALSE,TRUE
Стальной Ежик,Основное,Эффективность лечения,,FALSE,2.55,3.0,FALSE,TRUE
Стальной Ежик,Основное,Пулестойкость,,FALSE,11.05,13.0,FALSE,TRUE
Стальной Ежик,Основное,Пси-излучение,,TRUE,2.125,2.5,TRUE,FALSE
Стальной Ежик,Основное,Реакция на разрыв,,FALSE,1.105,1.3,FALSE,TRUE
Стальной Ежик,Дополнительное,Пулестойкость,,FALSE,3.74,4.4,FALSE,TRUE
Стальной Ежик,Дополнительное,Защита от разрыва,,FALSE,11.28,13.7,FALSE,TRUE
Стальной Ежик,Дополнительное,Выносливость,%,FALSE,4.03,4.9,FALSE,TRUE
Статик,Основное,Пулестойкость,,FALSE,8.585,10.1,FALSE,TRUE
Статик,Основное,Радиация,,TRUE,2.125,2.5,TRUE,FALSE
Статик,Основное,Отдача,,FALSE,-3.145,-3.7,FALSE,FALSE
Статик,Дополнительное,Выносливость,%,FALSE,13.34,16.2,FALSE,TRUE
Статик,Дополнительное,Пулестойкость,,FALSE,2.8,3.4,FALSE,TRUE
Статик,Дополнительное,Отдача,%,FALSE,-1.07,-1.3,FALSE,FALSE
Темная калина,Основное,Скорость бега,%,FALSE,0.9775,1.15,FALSE,TRUE
Темная калина,Основное,Регенерация здоровья,,FALSE,2.805,3.3,FALSE,TRUE
Темная калина,Основное,Восстановление выносливости,,FALSE,4.08,4.8,FALSE,TRUE
Темная калина,Основное,Пси-излучение,,TRUE,2.125,2.5,TRUE,FALSE
Темная калина,Основное,Отдача,,TRUE,6.46,7.6,FALSE,TRUE
Темная калина,Дополнительное,Регенерация здоровья,%,FALSE,0.91,1.1,FALSE,TRUE
Темная калина,Дополнительное,Скорость передвижения,%,FALSE,0.95,1.15,FALSE,TRUE
Темная калина,Дополнительное,Восстановление выносливости,%,FALSE,1.32,1.6,FALSE,TRUE
Темный кристалл,Основное,Живучесть,,FALSE,0.85,1.0,FALSE,TRUE
Темный кристалл,Основное,Регенерация здоровья,,FALSE,1.36,1.6,FALSE,TRUE
Темный кристалл,Основное,Восстановление выносливости,,FALSE,1.275,1.5,FALSE,TRUE
Темный кристалл,Основное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Темный кристалл,Основное,Пси-излучение,,TRUE,0.5312,0.625,TRUE,FALSE
Темный кристалл,Дополнительное,Регенерация здоровья,%,FALSE,0.68,0.8,FALSE,TRUE
Темный кристалл,Дополнительное,Живучесть,%,FALSE,0.85,1.0,FALSE,TRUE
Темный кристалл,Дополнительное,Восстановление выносливости,%,FALSE,0.68,0.8,FALSE,TRUE
Трансформатор,Основное,Выносливость,%,FALSE,11.815,13.9,FALSE,TRUE
Трансформатор,Основное,Переносимый вес,с,FALSE,5.525,6.5,FALSE,TRUE
Трансформатор,Основное,Биологическое заражение,,FALSE,-1.088,-1.28,FALSE,FALSE
Трансформатор,Основное,Пси-излучение,,FALSE,-1.836,-2.16,FALSE,FALSE
Трансформатор,Основное,Реакция на электричество,%,FALSE,0.935,1.1,FALSE,TRUE
Трансформатор,Дополнительное,Выносливость,%,FALSE,3.995,4.7,FALSE,TRUE
Трансформатор,Дополнительное,Переносимый вес,,FALSE,1.87,2.2,FALSE,TRUE
Трансформатор,Дополнительное,Пси-излучение,,FALSE,-0.748,-0.88,FALSE,FALSE
Трещотка,Основное,Выносливость,%,FALSE,11.815,13.9,FALSE,TRUE
Трещотка,Основное,Скорость передвижения,%,FALSE,0.425,0.5,FALSE,TRUE
Трещотка,Основное,Скорость бега,%,FALSE,0.595,0.7,FALSE,TRUE
Трещотка,Основное,Температура,,TRUE,1.0625,1.25,TRUE,FALSE
Трещотка,Дополнительное,Восстановление выносливости,%,FALSE,1.87,2.2,FALSE,TRUE
Трещотка,Дополнительное,Выносливость,%,FALSE,3.995,4.7,FALSE,TRUE
Трещотка,Дополнительное,Скорость передвижения,%,FALSE,0.16,0.2,FALSE,TRUE
Тыква,Основное,Переносимый вес,с,FALSE,6.205,7.3,FALSE,TRUE
Тыква,Основное,Восстановление выносливости,,FALSE,2.89,3.4,FALSE,TRUE
Тыква,Основное,Радиация,,FALSE,-3.468,-4.08,FALSE,FALSE
Тыква,Дополнительное,Живучесть,%,FALSE,0.82,1.0,FALSE,TRUE
Тыква,Дополнительное,Переносимый вес,,FALSE,2.06,2.5,FALSE,TRUE
Тыква,Дополнительное,Восстановление выносливости,%,FALSE,0.99,1.2,FALSE,TRUE
Улитка,Основное,Выносливость,%,FALSE,10.54,12.4,FALSE,TRUE
Улитка,Основное,Регенерация здоровья,,FALSE,0.85,1.0,FALSE,TRUE
Улитка,Основное,Биологическое заражение,,FALSE,-2.584,-3.04,FALSE,FALSE
Улитка,Основное,Кровотечение,,FALSE,-0.255,-0.3,FALSE,FALSE
Улитка,Дополнительное,Защита от кровотечения,%,FALSE,1.955,2.3,FALSE,TRUE
Улитка,Дополнительное,Выносливость,%,FALSE,3.57,4.2,FALSE,TRUE
Улитка,Дополнительное,Регенерация здоровья,%,FALSE,0.34,0.4,FALSE,TRUE
Фаренгейт,Основное,Выносливость,%,FALSE,8.84,10.4,FALSE,TRUE
Фаренгейт,Основное,Пулестойкость,,FALSE,7.905,9.3,FALSE,TRUE
Фаренгейт,Основное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Фаренгейт,Основное,Холод,,TRUE,0.425,0.5,FALSE,FALSE
Фаренгейт,Основное,Реакция на разрыв,,FALSE,0.85,1.0,FALSE,TRUE
Фаренгейт,Дополнительное,Пулестойкость,,FALSE,2.635,3.1,FALSE,TRUE
Фаренгейт,Дополнительное,Выносливость,%,FALSE,2.88,3.5,FALSE,TRUE
Фаренгейт,Дополнительное,Регенерация здоровья,%,FALSE,1.02,1.2,FALSE,TRUE
Флегма,Основное,Скорость передвижения,%,FALSE,0.2125,0.25,FALSE,TRUE
Флегма,Основное,Скорость бега,%,FALSE,0.2125,0.25,FALSE,TRUE
Флегма,Основное,Эффективность лечения,,FALSE,5.525,6.5,FALSE,TRUE
Флегма,Основное,Защита от кровотечения,,FALSE,2.21,2.6,FALSE,TRUE
Флегма,Основное,Биологическое заражение,,TRUE,1.0625,1.25,TRUE,FALSE
Флегма,Дополнительное,Кровотечение,,FALSE,-0.68,-0.8,FALSE,FALSE
Флегма,Дополнительное,Защита от кровотечения,%,FALSE,0.765,0.9,FALSE,TRUE
Флегма,Дополнительное,Эффективность лечения,%,FALSE,1.87,2.2,FALSE,TRUE
Харя,Основное,Живучесть,,FALSE,1.02,1.2,FALSE,TRUE
Харя,Основное,Переносимый вес,с,FALSE,3.23,3.8,FALSE,TRUE
Харя,Основное,Защита от взрыва,,FALSE,10.795,12.7,FALSE,TRUE
Харя,Основное,Радиация,,TRUE,0.5312,0.625,TRUE,FALSE
Харя,Основное,Биологическое заражение,,FALSE,-1.088,-1.28,FALSE,FALSE
Харя,Дополнительное,Живучесть,%,FALSE,0.32,0.4,FALSE,TRUE
Харя,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4,FALSE,TRUE
Харя,Дополнительное,Защита от взрыва,,FALSE,3.54,4.3,FALSE,TRUE
Хрусталь,Основное,Регенерация здоровья,,FALSE,0.85,1.0,FALSE,TRUE
Хрусталь,Основное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Хрусталь,Основное,Температура,,FALSE,-0.1632,-0.192,FALSE,FALSE
Хрусталь,Основное,Пси-излучение,,FALSE,-1.088,-1.28,FALSE,FALSE
Хрусталь,Основное,Холод,,TRUE,0.425,0.5,FALSE,FALSE
Хрусталь,Основное,Горение,,FALSE,-0.17,-0.2,FALSE,FALSE
Хрусталь,Основное,Реакция на ожог,,FALSE,0.425,0.5,FALSE,TRUE
Хрусталь,Дополнительное,Горение,,FALSE,-0.085,-0.1,FALSE,FALSE
Хрусталь,Дополнительное,Регенерация здоровья,%,FALSE,0.41,0.4,FALSE,TRUE
Хрусталь,Дополнительное,Живучесть,%,FALSE,0.51,0.6,FALSE,TRUE
Цибуля,Основное,Выносливость,%,FALSE,9.435,11.1,FALSE,TRUE
Цибуля,Основное,Пулестойкость,,FALSE,4.165,4.9,FALSE,TRUE
Цибуля,Основное,Радиация,,TRUE,0.5312,0.625,TRUE,FALSE
Цибуля,Основное,Пси-излучение,,FALSE,-1.088,-1.28,FALSE,FALSE
Цибуля,Дополнительное,Пулестойкость,,FALSE,1.4,1.7,FALSE,TRUE
Цибуля,Дополнительное,Выносливость,%,FALSE,3.05,3.7,FALSE,TRUE
Цибуля,Дополнительное,Защита от кровотечения,%,FALSE,1.72,2.1,FALSE,TRUE
Черная дыра,Основное,Живучесть,,FALSE,0.595,0.7,FALSE,TRUE
Черная дыра,Основное,Восстановление выносливости,,FALSE,4.335,5.1,FALSE,TRUE
Черная дыра,Основное,Пулестойкость,,FALSE,8.585,10.1,FALSE,TRUE
Черная дыра,Основное,Защита от кровотечения,,TRUE,-2.21,-2.6,FALSE,TRUE
Черная дыра,Основное,Пси-излучение,,TRUE,2.125,2.5,TRUE,FALSE
Черная дыра,Дополнительное,Пулестойкость,,FALSE,2.8,3.4,FALSE,TRUE
Черная дыра,Дополнительное,Восстановление выносливости,%,FALSE,1.4,1.7,FALSE,TRUE
Черная дыра,Дополнительное,Регенерация здоровья,%,FALSE,1.48,1.8,FALSE,TRUE
Чернильница,Основное,Живучесть,,FALSE,1.02,1.2,FALSE,TRUE
Чернильница,Основное,Регенерация здоровья,,FALSE,1.7,2.0,FALSE,TRUE
Чернильница,Основное,Биологическое заражение,,TRUE,1.0625,1.25,TRUE,FALSE
Чернильница,Основное,Реакция на разрыв,,FALSE,1.02,1.2,FALSE,TRUE
Чернильница,Дополнительное,Защита от разрыва,,FALSE,10.37,12.2,FALSE,TRUE
Чернильница,Дополнительное,Регенерация здоровья,%,FALSE,0.58,0.7,FALSE,TRUE
Чернильница,Дополнительное,Живучесть,%,FALSE,0.34,0.4,FALSE,TRUE
Чертов еж,Основное,Выносливость,%,FALSE,11.815,13.9,FALSE,TRUE
Чертов еж,Основное,Скорость передвижения,%,FALSE,0.425,0.5,FALSE,TRUE
Чертов еж,Основное,Скорость бега,%,FALSE,0.595,0.7,FALSE,TRUE
Чертов еж,Основное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Чертов еж,Основное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Чертов еж,Основное,Биологическое заражение,,FALSE,-1.088,-1.28,FALSE,FALSE
Чертов еж,Основное,Реакция на разрыв,,FALSE,0.765,0.9,FALSE,TRUE
Чертов еж,Дополнительное,Выносливость,%,FALSE,3.87,4.7,FALSE,TRUE
Чертов еж,Дополнительное,Скорость передвижения,%,FALSE,0.17,0.2,FALSE,TRUE
Чертов еж,Дополнительное,Пси-излучение,,FALSE,-1.06,-1.28,FALSE,FALSE
Шишка,Основное,Выносливость,%,FALSE,12.92,15.2,FALSE,TRUE
Шишка,Основное,Температура,,FALSE,-3.468,-4.08,FALSE,FALSE
Шишка,Основное,Горение,,FALSE,-0.17,-0.2,FALSE,FALSE
Шишка,Дополнительное,Выносливость,%,FALSE,4.28,5.2,FALSE,TRUE
Шишка,Дополнительное,Эффективность лечения,%,FALSE,4.2,5.1,FALSE,TRUE
Шишка,Дополнительное,Горение,,FALSE,-0.082,-0.1,FALSE,FALSE
Юла,Основное,Защита от разрыва,,FALSE,12.325,14.5,FALSE,TRUE
Юла,Основное,Защита от взрыва,,FALSE,6.375,7.5,FALSE,TRUE
Юла,Основное,Пси-излучение,,FALSE,-3.468,-4.08,FALSE,FALSE
Юла,Дополнительное,Пулестойкость,,FALSE,5.6,6.8,FALSE,TRUE
Юла,Дополнительное,Защита от разрыва,,FALSE,4.03,4.9,FALSE,TRUE
Юла,Дополнительное,Защита от взрыва,,FALSE,2.06,2.5,FALSE,TRUE
Ягодка,Основное,Живучесть,,FALSE,1.105,1.3,FALSE,TRUE
Ягодка,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Ягодка,Основное,Кровотечение,,FALSE,-0.51,-0.6,FALSE,FALSE
Ягодка,Дополнительное,Кровотечение,,FALSE,-0.17,-0.2,FALSE,FALSE
Ягодка,Дополнительное,Регенерация здоровья,%,FALSE,0.91,1.1,FALSE,TRUE
Ягодка,Дополнительное,Живучесть,%,FALSE,0.425,0.5,FALSE,TRUE
Яйцо,Основное,Выносливость,%,FALSE,16.49,19.4,FALSE,TRUE
Яйцо,Основное,Переносимый вес,с,FALSE,15.81,18.6,FALSE,TRUE
Яйцо,Основное,Радиация,,TRUE,2.125,2.5,TRUE,FALSE
Яйцо,Дополнительное,Выносливость,%,FALSE,5.525,6.5,FALSE,TRUE
Яйцо,Дополнительное,Переносимый вес,,FALSE,5.27,6.2,FALSE,TRUE
Яйцо,Дополнительное,Защита от кровотечения,%,FALSE,4.335,5.1,FALSE,TRUE
Янтарник,Основное,Скорость бега,%,FALSE,0.51,0.6,FALSE,TRUE
Янтарник,Основное,Переносимый вес,с,FALSE,9.52,11.2,FALSE,TRUE
Янтарник,Основное,Восстановление выносливости,,FALSE,2.21,2.6,FALSE,TRUE
Янтарник,Основное,Радиация,,TRUE,0.5312,0.625,TRUE,FALSE
Янтарник,Основное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Янтарник,Дополнительное,Скорость передвижения,%,FALSE,0.49,0.6,FALSE,TRUE
Янтарник,Дополнительное,Восстановление выносливости,%,FALSE,0.765,0.9,FALSE,TRUE
Янтарник,Дополнительное,Переносимый вес,,FALSE,3.23,3.8,FALSE,TRUE
